"courier_id"	"page"	"count"
"069680"	9	2
"069680"	11	2
"069680"	18	2
"069680"	24	2
"069729"	7	2
"069729"	9	2
"069729"	10	2
"069853"	13	2
"069916"	9	2
"069962"	31	2
"069982"	23	2
"070144"	10	2
"070186"	12	2
"070186"	14	2
"070196"	5	2
"070219"	15	2
"070232"	12	2
"070250"	10	2
"070250"	12	2
"070250"	14	2
"070268"	10	2
"070450"	3	2
"070450"	13	2
"070452"	10	2
"070452"	18	2
"070452"	19	2
"070464"	4	2
"070568"	10	2
"070725"	8	2
"070725"	12	2
"070841"	8	2
"070841"	15	2
"070841"	19	2
"070922"	6	2
"070922"	12	2
"071048"	6	2
"071059"	12	2
"071076"	6	2
"071076"	10	2
"071148"	4	2
"071148"	12	2
"071148"	14	2
"071298"	5	2
"071299"	4	2
"071299"	8	2
"071299"	9	2
"071641"	8	2
"071641"	16	2
"071641"	18	2
"071641"	28	2
"071682"	22	2
"071682"	24	2
"071682"	26	2
"072098"	9	2
"072293"	31	2
"073033"	24	2
"073068"	9	2
"073068"	12	2
"073068"	13	2
"073068"	14	2
"073068"	28	2
"073068"	35	2
"073068"	36	2
"073068"	37	2
"073178"	13	2
"073310"	4	2
"073310"	14	2
"073379"	30	2
"073487"	2	2
"073487"	3	2
"073487"	14	2
"073557"	13	2
"073649"	1	4
"073649"	2	3
"073649"	3	4
"073649"	4	2
"073649"	5	2
"073649"	6	2
"073649"	7	5
"073683"	1	3
"073683"	2	4
"073683"	3	4
"073683"	4	3
"073683"	5	3
"073683"	6	3
"073683"	7	3
"073683"	8	2
"073713"	1	2
"073713"	2	2
"073713"	3	3
"073713"	4	3
"073713"	5	3
"073713"	6	5
"073713"	7	4
"073741"	1	3
"073741"	2	4
"073741"	3	4
"073741"	4	4
"073741"	5	2
"073741"	6	3
"073741"	7	3
"073774"	1	3
"073774"	2	2
"073774"	3	3
"073774"	4	2
"073774"	6	3
"073774"	7	2
"073774"	8	2
"073790"	1	4
"073790"	2	2
"073790"	3	2
"073790"	4	2
"073790"	5	3
"073790"	6	2
"073790"	7	3
"073790"	8	2
"073809"	1	3
"073809"	2	4
"073809"	3	3
"073809"	4	3
"073809"	5	2
"073809"	6	2
"073809"	7	3
"073809"	8	2
"073829"	1	2
"073829"	2	2
"073829"	3	2
"073829"	4	4
"073829"	5	2
"073829"	6	2
"073829"	7	2
"073829"	8	3
"073850"	1	2
"073850"	2	2
"073850"	3	2
"073850"	4	3
"073850"	5	3
"073850"	6	4
"073850"	7	2
"073850"	8	2
"073867"	1	2
"073867"	3	2
"073867"	4	3
"073867"	5	4
"073867"	7	5
"073886"	1	3
"073886"	2	4
"073886"	3	3
"073886"	4	4
"073886"	5	4
"073886"	6	4
"073886"	7	4
"073886"	8	2
"073912"	2	3
"073912"	3	4
"073912"	4	2
"073912"	9	2
"073912"	10	3
"073912"	11	4
"073912"	12	2
"073938"	1	2
"073938"	2	3
"073938"	3	3
"073938"	4	4
"073938"	6	3
"073938"	7	3
"073956"	2	2
"073956"	7	2
"073956"	8	2
"073956"	9	2
"073956"	10	2
"073956"	11	2
"073970"	3	4
"073970"	4	3
"073970"	6	4
"073970"	7	5
"073970"	8	3
"073970"	9	3
"073970"	10	3
"073993"	3	2
"073993"	6	2
"073993"	7	2
"073993"	9	3
"073993"	11	2
"073993"	12	2
"074013"	1	2
"074013"	2	3
"074013"	3	2
"074013"	4	2
"074013"	6	2
"074013"	8	2
"074013"	9	2
"074013"	11	2
"074029"	3	2
"074029"	4	2
"074029"	5	3
"074029"	6	3
"074029"	7	4
"074029"	8	4
"074029"	9	3
"074029"	11	2
"074029"	12	3
"074055"	2	2
"074055"	3	2
"074055"	5	2
"074055"	7	3
"074055"	8	3
"074055"	9	2
"074055"	10	2
"074055"	11	2
"074055"	14	2
"074055"	15	2
"074055"	16	4
"074055"	17	3
"074055"	18	2
"074055"	19	2
"074055"	21	2
"074055"	22	2
"074055"	23	2
"074055"	26	2
"074055"	27	2
"074055"	28	3
"074055"	30	4
"074055"	31	3
"074116"	3	2
"074116"	4	2
"074116"	12	2
"074130"	2	2
"074130"	3	2
"074130"	5	2
"074130"	6	5
"074130"	7	4
"074130"	8	2
"074130"	9	3
"074130"	10	3
"074130"	11	2
"074130"	12	2
"074130"	13	3
"074130"	14	2
"074130"	16	3
"074130"	17	2
"074130"	19	2
"074130"	20	2
"074130"	22	3
"074130"	23	2
"074184"	4	2
"074184"	5	2
"074184"	8	2
"074184"	10	4
"074184"	11	2
"074589"	6	3
"074589"	7	2
"074589"	10	2
"074589"	11	2
"074589"	12	2
"074589"	13	2
"074589"	14	2
"074639"	10	2
"074642"	26	2
"074642"	28	2
"074642"	31	2
"074673"	2	2
"074676"	14	2
"074679"	29	2
"074684"	30	2
"074686"	17	2
"074686"	18	2
"074686"	25	2
"074686"	28	2
"074687"	27	2
"074689"	7	2
"074689"	17	2
"074689"	26	2
"074689"	27	2
"074691"	7	2
"074692"	8	2
"074693"	11	2
"074694"	6	2
"074694"	14	2
"074694"	16	2
"074694"	18	2
"074694"	19	2
"074694"	21	2
"074694"	29	2
"074694"	31	2
"074700"	13	2
"074700"	28	2
"074705"	6	2
"074708"	14	2
"074708"	15	2
"074708"	17	2
"074708"	18	2
"074708"	36	2
"074708"	37	2
"074708"	40	2
"074712"	11	2
"074712"	19	2
"074713"	10	2
"074714"	28	2
"074714"	30	2
"074714"	31	2
"074715"	9	2
"074715"	10	2
"074715"	12	2
"074715"	13	2
"074715"	16	2
"074720"	19	2
"074720"	22	2
"074721"	44	2
"074721"	45	2
"074721"	52	2
"074721"	60	2
"074721"	63	2
"074723"	26	2
"074732"	20	2
"074732"	39	2
"074736"	21	2
"074739"	31	2
"074741"	7	2
"074744"	19	2
"074744"	20	2
"074744"	23	2
"074744"	29	2
"074748"	66	2
"074754"	14	3
"074754"	15	2
"074754"	31	2
"074754"	40	2
"074756"	33	2
"074758"	9	2
"074758"	10	2
"074758"	12	2
"074758"	13	2
"074760"	6	2
"074761"	5	2
"074766"	18	2
"074766"	23	2
"074770"	16	2
"074771"	26	2
"074771"	27	2
"074771"	29	2
"074771"	31	2
"074776"	6	2
"074776"	8	2
"074776"	25	2
"074776"	38	2
"074776"	39	2
"074777"	16	2
"074778"	17	2
"074785"	8	2
"074786"	18	2
"074786"	30	2
"074795"	11	2
"074795"	30	2
"074798"	16	2
"074798"	17	2
"074798"	18	2
"074798"	19	2
"074798"	20	2
"074798"	21	2
"074801"	22	2
"074803"	6	2
"074803"	24	2
"074803"	28	2
"074803"	29	2
"074803"	30	2
"074804"	26	2
"074806"	15	2
"074806"	24	2
"074808"	26	2
"074808"	27	2
"074808"	28	2
"074809"	22	2
"074810"	6	2
"074810"	9	2
"074810"	10	2
"074810"	16	2
"074810"	23	2
"074811"	33	2
"074813"	6	2
"074813"	14	2
"074814"	18	2
"074814"	62	2
"074815"	26	2
"074815"	27	2
"074816"	8	2
"074816"	14	2
"074816"	20	2
"074817"	12	2
"074817"	22	2
"074819"	24	2
"074823"	8	2
"074825"	14	2
"074827"	24	2
"074836"	11	2
"074836"	12	2
"074836"	13	2
"074836"	14	2
"074836"	15	2
"074836"	16	2
"074836"	17	2
"074840"	28	2
"074842"	30	2
"074842"	32	2
"074842"	33	2
"074845"	18	2
"074845"	42	2
"074848"	23	2
"074848"	28	2
"074849"	6	2
"074849"	44	2
"074866"	36	2
"074868"	11	2
"074868"	23	2
"074868"	30	2
"074869"	26	2
"074869"	28	2
"074875"	16	2
"074875"	32	2
"074876"	57	2
"074878"	16	2
"074879"	12	2
"074884"	4	2
"074884"	5	2
"074884"	6	2
"074884"	7	2
"074884"	8	2
"074884"	9	2
"074884"	10	2
"074884"	11	2
"074884"	12	2
"074884"	13	2
"074884"	14	2
"074884"	15	2
"074884"	16	2
"074885"	11	2
"074885"	12	2
"074890"	6	2
"074890"	8	2
"074890"	10	2
"074894"	23	2
"074925"	32	2
"074933"	5	2
"074933"	11	2
"074933"	20	2
"074946"	3	3
"074946"	4	3
"074946"	5	2
"074946"	7	2
"074946"	8	2
"074946"	9	3
"074946"	10	2
"074946"	11	2
"074968"	3	3
"074968"	4	3
"074968"	7	2
"074968"	10	3
"074968"	11	3
"074977"	2	2
"074977"	3	2
"074977"	4	2
"074977"	7	3
"074977"	8	3
"074977"	9	2
"074977"	10	2
"074977"	11	3
"076498"	30	2
"076565"	38	2
"076585"	31	2
"076585"	32	2
"076667"	18	2
"076667"	41	2
"077050"	34	2
"078133"	32	2
"078148"	16	2
"078148"	17	2
"078161"	22	2
"078193"	10	2
"078196"	6	2
"078196"	7	2
"078196"	24	2
"078196"	25	2
"078208"	8	2
"078210"	24	2
"078226"	8	2
"078226"	16	2
"078226"	28	2
"078231"	14	2
"078237"	26	2
"078240"	24	2
"078245"	28	2
"078246"	6	2
"078246"	7	2
"078246"	10	2
"078246"	25	2
"078246"	28	2
"078246"	49	2
"078246"	73	2
"078247"	6	2
"078247"	26	2
"078253"	24	2
"078262"	22	2
"078269"	26	2
"078269"	27	2
"078271"	12	2
"078273"	28	2
"078306"	14	2
"078306"	18	2
"078306"	30	2
"078349"	12	2
"078354"	24	2
"078367"	12	2
"078367"	22	2
"078370"	16	2
"078370"	17	2
"078370"	20	2
"078370"	22	2
"078370"	24	2
"078373"	10	2
"078379"	12	2
"078379"	14	2
"078380"	15	2
"078382"	6	2
"078382"	28	2
"078382"	30	2
"078383"	12	2
"078438"	8	2
"078449"	24	2
"078451"	18	2
"078451"	36	2
"078452"	30	2
"079384"	9	2
"079702"	38	2
"081286"	2	2
"081286"	3	2
"081286"	4	4
"081286"	6	3
"081286"	7	2
"081286"	9	2
"081286"	11	2
"081370"	2	2
"081370"	4	2
"081370"	5	2
"081370"	6	2
"081370"	9	3
"081370"	10	2
"081400"	3	2
"081400"	4	2
"081400"	6	2
"081400"	11	2
"081400"	13	2
"081475"	3	2
"081475"	6	2
"081475"	7	2
"081475"	8	2
"081475"	11	3
"081475"	12	2
"081475"	13	3
"081475"	15	2
"081543"	3	2
"081543"	4	2
"081543"	8	2
"081543"	9	2
"081564"	5	3
"081564"	10	3
"081564"	11	2
"081592"	2	2
"081592"	4	2
"081592"	8	3
"081592"	11	3
"081616"	2	3
"081616"	3	3
"081616"	5	2
"081616"	8	2
"081616"	9	2
"081616"	11	2
"081712"	11	2
"081712"	13	2
"081712"	17	2
"081712"	18	2
"081712"	19	2
"081712"	21	2
"081712"	29	2
"081732"	8	2
"083386"	25	2
"085187"	47	2
"085577"	16	2
"085577"	40	2
"086052"	49	2
"086203"	14	2
"086203"	15	3
"086687"	33	2
"087206"	15	2
"087206"	20	3
"087206"	24	2
"087206"	32	2
"087206"	38	2
"087206"	45	2
"087746"	16	2
"087746"	20	2
"087746"	34	2
"087907"	22	2
"088837"	46	2
"089116"	20	2
"090256"	22	2
"090256"	39	2
"090699"	30	2
"090796"	48	2
"090835"	17	2
"090835"	36	2
"091185"	21	2
"091185"	31	2
"091224"	14	2
"091224"	32	2
"091412"	26	2
"091412"	27	2
"092021"	35	2
"092021"	36	2
"092021"	38	2
"092021"	39	2
"092021"	42	2
"092021"	43	2
"092021"	44	3
"092021"	45	2
"092021"	46	2
"092231"	26	2
"092231"	27	2
"092231"	28	2
"092231"	29	2
"092231"	40	2
"092231"	42	2
"092573"	24	2
"092573"	25	2
"092573"	26	2
"092573"	27	2
"092573"	50	2
"092651"	28	2
"092651"	29	2
"092651"	30	2
"092651"	31	2
"093364"	25	2
"093364"	26	2
"093364"	27	2
"093364"	28	2
"093364"	29	2
"093364"	30	2
"093364"	31	2
"093364"	32	2
"093750"	40	2
"094420"	40	2
"094420"	41	2
"095092"	46	2
"095106"	8	2
"096120"	42	2
"096120"	43	2
"096120"	44	3
"096815"	36	2
"096850"	38	2
"097246"	13	2
"097246"	51	2
"097246"	52	2
"098936"	23	2
"098936"	32	2
"098936"	48	2
"099251"	18	2
"099251"	20	2
"099251"	21	2
"099251"	27	2
"099738"	13	2
"099738"	18	2
"099738"	22	2
"099738"	25	2
"099738"	29	2
"099844"	46	2
"100263"	9	2
"100263"	26	2
"100263"	48	2
"101119"	29	2
"101119"	31	2
"101119"	34	2
"101488"	26	2
"101488"	32	2
"102011"	46	2
"102011"	47	2
"102540"	30	2
"102622"	14	2
"102622"	22	2
"102622"	24	2
"102622"	26	2
"103084"	47	2
"104497"	16	2
"104902"	49	2
"104975"	15	2
"105001"	20	2
"105001"	36	2
"105001"	48	2
"105101"	27	2
"105101"	34	2
"105969"	49	2
"109370"	9	2
"109370"	27	2
"109505"	8	2
"109515"	78	2
"109515"	91	2
"109841"	31	2
"111114"	14	2
"111114"	50	2
"112053"	6	2
"112488"	14	2
"112488"	20	2
"112488"	26	2
"112488"	56	2
"112488"	57	2
"112488"	58	2
"112488"	59	2
"112488"	61	2
"112488"	65	2
"112488"	66	2
"112488"	68	2
"112488"	70	2
"112488"	75	2
"113355"	15	2
"113355"	22	2
"113355"	23	2
"113355"	26	2
"113355"	27	2
"113355"	33	2
"113355"	34	2
"113615"	12	2
"113615"	13	2
"113615"	27	2
"113615"	31	2
"113615"	44	2
"114138"	16	2
"114138"	20	2
"114138"	31	2
"114138"	42	2
"114252"	26	2
"114252"	28	2
"114252"	29	2
"114252"	30	2
"114252"	31	2
"114252"	32	2
"114699"	22	2
"114699"	24	2
"114699"	25	2
"114699"	32	2
"114969"	15	2
"114969"	18	2
"114969"	19	2
"114969"	20	2
"114969"	21	2
"114969"	22	2
"114969"	23	2
"114969"	24	2
"114969"	25	2
"114969"	26	2
"114969"	27	2
"114969"	28	2
"114969"	29	2
"114969"	30	2
"114969"	31	3
"114969"	32	2
"114969"	33	2
"114969"	34	2
"114969"	35	2
"114969"	36	2
"114969"	44	2
"115117"	28	2
"115117"	30	2
"115591"	13	2
"115591"	28	2
"115591"	30	2
"115858"	20	2
"115858"	21	2
"115858"	33	2
"116241"	16	2
"116241"	24	2
"116241"	25	2
"116578"	16	2
"116578"	42	2
"116578"	59	2
"117043"	25	2
"117043"	26	2
"117043"	27	2
"117419"	42	2
"117896"	34	2
"118279"	13	2
"118279"	26	2
"118482"	21	2
"118789"	25	2
"118789"	27	2
"118789"	29	2
"118789"	34	2
"119217"	11	2
"119217"	27	2
"119217"	29	2
"119217"	32	2
"119217"	34	2
"119473"	11	2
"119473"	19	2
"119473"	24	2
"119473"	27	2
"119473"	33	2
"119473"	42	2
"119663"	11	2
"119663"	27	2
"119663"	31	2
"119966"	15	2
"119966"	20	2
"119966"	23	2
"119966"	24	2
"119966"	35	2
"119966"	40	2
"119966"	46	2
"120152"	32	2
"120152"	36	2
"120152"	37	2
"120152"	43	2
"120152"	46	2
"120152"	47	2
"120152"	63	2
"120152"	67	2
"120152"	68	2
"120395"	20	2
"120395"	25	2
"120395"	28	2
"120395"	35	2
"120752"	13	2
"120752"	28	2
"120752"	34	3
"120752"	36	2
"121198"	24	2
"121198"	26	2
"121198"	37	2
"121326"	12	2
"121326"	38	2
"121514"	28	2
"121920"	18	2
"121920"	23	2
"121920"	26	2
"121920"	29	2
"121920"	31	2
"121920"	39	3
"122144"	11	2
"122144"	22	2
"122144"	37	2
"122144"	46	2
"122266"	10	2
"122266"	11	2
"122266"	13	2
"122266"	31	2
"122623"	32	3
"122623"	33	3
"122623"	34	3
"122623"	35	2
"122623"	39	2
"122623"	40	2
"122747"	15	2
"122747"	31	2
"122747"	34	2
"123057"	37	2
"123057"	40	2
"123057"	47	2
"123057"	54	2
"123512"	29	2
"123512"	32	2
"123798"	22	2
"123798"	23	2
"124272"	13	2
"124272"	14	2
"124272"	18	2
"124272"	38	2
"124272"	42	2
"124272"	46	2
"130036"	23	2
"130036"	48	2
"130036"	52	2
"132107"	40	2
"132107"	41	2
"132107"	42	2
"132107"	43	2
"132107"	44	2
"132107"	45	2
"132107"	46	3
"132107"	47	2
"132107"	48	2
"132107"	49	2
"132107"	50	2
"132107"	51	2
"132107"	52	3
"132107"	53	2
"132107"	54	2
"132107"	55	2
"132107"	57	2
"132107"	58	2
"132107"	59	2
"133120"	15	2
"133120"	28	3
"133120"	30	2
"133120"	31	2
"133120"	34	2
"135045"	34	2
"135045"	38	2
"138446"	33	2
"138446"	44	2
"142021"	5	2
"142021"	6	2
"142021"	9	2
"142021"	10	2
"142021"	20	2
"142021"	23	2
"142021"	34	2
"142021"	40	2
"142021"	49	2
"142021"	56	2
"142021"	57	2
"142021"	69	2
"142021"	70	2
"150227"	8	2
"151580"	17	2
"152042"	4	2
"152042"	5	2
"152042"	9	2
"158378"	5	2
"158378"	16	2
"158378"	23	2
"158580"	5	2
"158580"	12	2
"159919"	7	2
"159919"	12	2
"159919"	14	2
"159919"	16	2
"159919"	19	2
"162430"	14	2
"162711"	9	2
"162711"	25	2
"162711"	29	2
"162711"	31	2
"162711"	39	2
"162711"	47	2
"163541"	9	2
"163541"	13	2
"163541"	15	2
"163541"	17	2
"184071"	16	2
"184071"	26	2
"185815"	19	2
"185818"	20	2
"185864"	10	2
"185958"	42	2
"186700"	15	2
"186704"	15	2
"189455"	4	2
"189455"	8	2
"189455"	10	2
"189457"	36	2
"189457"	37	2
"189496"	53	2
"189559"	6	2
"189770"	12	2
"189770"	17	2
"190645"	13	2
"190645"	21	2
"190645"	33	2
"191574"	4	2
"191577"	4	2
"191577"	7	2
"191577"	10	2
"191578"	4	2
"191578"	11	2
"191579"	4	2
"191580"	4	2
"191580"	9	2
"192178"	13	2
"192178"	16	2
"192180"	8	2
"192180"	10	2
"192180"	13	2
"192180"	16	2
"192180"	17	2
"192261"	37	2
"192261"	48	2
"193773"	22	2
"193773"	30	2
"213061"	16	2
"213061"	18	2
"213061"	32	2
"214579"	13	2
"248106"	27	2
"248106"	28	2
"248106"	29	2
"248106"	30	2
"265211"	31	2
"265211"	62	2
"367693"	18	2
"372603"	12	2
